DATE,Measure,Value
19260622,TOBS,206
19260623,TMIN,128
19260623,TMAX,261
19260623,TOBS,211
19260624,TMIN,111
19260624,TMAX,272
19260624,TOBS,239
19260625,TMIN,144
19260625,TMAX,272
19260625,TOBS,200
19260626,TMIN,144
19260626,TMAX,233
19260626,TOBS,194
19260627,TMIN,61
19260627,TMAX,261
19260627,TOBS,244
19260628,TMIN,72
19260628,TMAX,294
19260628,TOBS,278
19260629,TMIN,106
19260629,TMAX,322
19260629,TOBS,294
19260630,TMIN,189
19260630,TMAX,328
19260630,TOBS,278
19260701,TMIN,128
19260701,TMAX,328
19260701,TOBS,272
19260702,TMIN,183
19260702,TMAX,361
19260702,TOBS,350
19260703,TMIN,200
19260703,TMAX,356
19260703,TOBS,344
19260704,TMIN,206
19260704,TMAX,344
19260704,TOBS,233
19260705,TMIN,211
19260705,TMAX,300
19260705,TOBS,300
19260706,TMIN,206
19260706,TMAX,306
19260706,TOBS,233
19260707,TMIN,167
19260707,TMAX,328
19260707,TOBS,278
19260708,TMIN,172
19260708,TMAX,339
19260708,TOBS,278
19260709,TMIN,200
19260709,TMAX,322
19260709,TOBS,228
19260710,TMIN,194
19260710,TMAX,267
19260710,TOBS,200
19260711,TMIN,139
19260711,TMAX,250
19260711,TOBS,200
19260712,TMIN,122
19260712,TMAX,278
19260712,TOBS,256
19260713,TMIN,172
19260713,TMAX,256
19260713,TOBS,206
19260714,TMIN,94
19260714,TMAX,233
19260714,TOBS,172
19260715,TMIN,89
19260715,TMAX,272
19260715,TOBS,194
19260716,TMIN,139
19260716,TMAX,289
19260716,TOBS,239
19260717,TMIN,122
19260717,TMAX,306
19260717,TOBS,272
19260718,TMIN,150
19260718,TMAX,328
19260718,TOBS,222
19260719,TMIN,167
19260719,TMAX,356
19260719,TOBS,339
19260720,TMIN,167
19260720,TMAX,356
19260720,TOBS,350
19260721,TMIN,161
19260721,TMAX,367
19260721,TOBS,350
19260722,TMIN,200
19260722,TMAX,356
19260722,TOBS,306
19260723,TMIN,189
19260723,TMAX,300
19260723,TOBS,289
19260724,TMIN,150
19260724,TMAX,322
19260724,TOBS,306
19260725,TMIN,128
19260725,TMAX,317
19260725,TOBS,278
19260726,TMIN,178
19260726,TMAX,278
19260726,TOBS,278
19260727,TMIN,194
19260727,TMAX,278
19260727,TOBS,256
19260728,TMIN,150
19260728,TMAX,300
19260728,TOBS,217
19260729,TMIN,161
19260729,TMAX,317
19260729,TOBS,244
19260730,TMIN,178
19260730,TMAX,317
19260730,TOBS,283
19260731,TMIN,200
19260731,TMAX,283
19260731,TOBS,256
19260801,TMIN,217
19260801,TMAX,294
19260801,TOBS,294
19260802,TMIN,211
19260802,TMAX,300
19260802,TOBS,283
19260803,TMIN,200
19260803,TMAX,294
19260803,TOBS,261
19260804,TMIN,200
19260804,TMAX,333
19260804,TOBS,294
19260805,TMIN,206
19260805,TMAX,333
19260805,TOBS,256
19260806,TMIN,194
19260806,TMAX,333
19260806,TOBS,206
19260807,TMIN,183
19260807,TMAX,250
19260807,TOBS,222
19260808,TMIN,139
19260808,TMAX,272
19260808,TOBS,261
19260809,TMIN,150
19260809,TMAX,283
19260809,TOBS,194
19260810,TMIN,161
19260810,TMAX,344
19260810,TOBS,261
19260811,TMIN,183
19260811,TMAX,344
19260811,TOBS,267
19260812,TMIN,206
19260812,TMAX,311
19260812,TOBS,261
19260813,TMIN,211
19260813,TMAX,311
19260813,TOBS,272
19260814,TMIN,211
19260814,TMAX,311
19260814,TOBS,239
19260815,TMIN,206
19260815,TMAX,283
19260815,TOBS,267
19260816,TMIN,156
19260816,TMAX,283
19260816,TOBS,256
19260817,TMIN,206
19260817,TMAX,256
19260817,TOBS,256
19260818,TMIN,211
19260818,TMAX,289
19260818,TOBS,239
19260819,TMIN,200
19260819,TMAX,278
19260819,TOBS,256
19260820,TMIN,211
19260820,TMAX,300
19260820,TOBS,250
19260821,TMIN,189
19260821,TMAX,306
19260821,TOBS,261
19260822,TMIN,167
19260822,TMAX,311
19260822,TOBS,283
19260823,TMIN,161
19260823,TMAX,311
19260823,TOBS,261
19260824,TMIN,183
19260824,TMAX,256
19260824,TOBS,189
19260825,TMIN,128
19260825,TMAX,267
19260825,TOBS,222
19260826,TMIN,117
19260826,TMAX,289
19260826,TOBS,206
19260827,TMIN,156
19260827,TMAX,317
19260827,TOBS,272
19260828,TMIN,156
19260828,TMAX,333
19260828,TOBS,333
19260829,TMIN,183
19260829,TMAX,339
19260829,TOBS,278
19260830,TMIN,178
19260830,TMAX,278
19260830,TOBS,206
19260831,TMIN,128
19260831,TMAX,272
19260831,TOBS,244
19260901,TMIN,189
19260901,TMAX,283
19260901,TOBS,261
19260902,TMIN,189
19260902,TMAX,294
19260902,TOBS,206
19260903,TMIN,194
19260903,TMAX,317
19260903,TOBS,267
19260904,TMIN,194
19260904,TMAX,317
19260904,TOBS,233
19260905,TMIN,211
19260905,TMAX,300
19260905,TOBS,256
19260906,TMIN,183
19260906,TMAX,256
19260906,TOBS,194
19260907,TMIN,117
19260907,TMAX,289
19260907,TOBS,261
19260908,TMIN,128
19260908,TMAX,289
19260908,TOBS,278
19260909,TMIN,194
19260909,TMAX,278
19260909,TOBS,200
19260910,TMIN,72
19260910,TMAX,244
19260910,TOBS,206
19260911,TMIN,83
19260911,TMAX,267
19260911,TOBS,206
19260912,TMIN,100
19260912,TMAX,294
19260912,TOBS,244
19260913,TMIN,150
19260913,TMAX,244
19260913,TOBS,200
19260914,TMIN,122
19260914,TMAX,306
19260914,TOBS,278
19260915,TMIN,161
19260915,TMAX,311
19260915,TOBS,206
19260916,TMIN,172
19260916,TMAX,294
19260916,TOBS,256
19260917,TMIN,156
19260917,TMAX,278
19260917,TOBS,256
19260918,TMIN,139
19260918,TMAX,306
19260918,TOBS,272
19260919,TMIN,139
19260919,TMAX,294
19260919,TOBS,250
19260920,TMIN,167
19260920,TMAX,261
19260920,TOBS,211
19260921,TMIN,133
19260921,TMAX,278
19260921,TOBS,272
19260922,TMIN,156
19260922,TMAX,311
19260922,TOBS,289
19260923,TMIN,183
19260923,TMAX,317
19260923,TOBS,239
19260924,TMIN,233
19260924,TMAX,317
19260924,TOBS,289
19260925,TMIN,122
19260925,TMAX,289
19260925,TOBS,128
19260926,TMIN,22
19260926,TMAX,161
19260926,TOBS,128
19260927,TMIN,89
19260927,TMAX,144
19260927,TOBS,128
19260928,TMIN,94
19260928,TMAX,128
19260928,TOBS,128
19260929,TMIN,117
19260929,TMAX,200
19260929,TOBS,183
19260930,TMIN,156
19260930,TMAX,233
19260930,TOBS,206
19261001,TMIN,178
19261001,TMAX,317
19261001,TOBS,294
19261002,TMIN,183
19261002,TMAX,300
19261002,TOBS,283
19261003,TMIN,172
19261003,TMAX,311
19261003,TOBS,278
19261004,TMIN,206
19261004,TMAX,300
19261004,TOBS,239
19261005,TMIN,156
19261005,TMAX,239
19261005,TOBS,183
19261006,TMIN,94
19261006,TMAX,183
19261006,TOBS,122
19261007,TMIN,28
19261007,TMAX,172
19261007,TOBS,128
19261008,TMIN,33
19261008,TMAX,217
19261008,TOBS,172
19261009,TMIN,67
19261009,TMAX,267
19261009,TOBS,217
19261010,TMIN,139
19261010,TMAX,222
19261010,TOBS,167
19261011,TMIN,156
19261011,TMAX,239
19261011,TOBS,206
19261012,TMIN,117
19261012,TMAX,261
19261012,TOBS,211
19261013,TMIN,133
19261013,TMAX,211
19261013,TOBS,167
19261014,TMIN,44
19261014,TMAX,222
19261014,TOBS,178
19261015,TMIN,33
19261015,TMAX,211
19261015,TOBS,183
19261016,TMIN,39
19261016,TMAX,206
19261016,TOBS,161
19261017,TMIN,50
19261017,TMAX,172
19261017,TOBS,122
19261018,TMIN,72
19261018,TMAX,206
19261018,TOBS,189
19261019,TMIN,56
19261019,TMAX,189
19261019,TOBS,117
19261020,TMIN,72
19261020,TMAX,117
19261020,TOBS,94
19261021,TMIN,-6
19261021,TMAX,150
19261021,TOBS,100
19261022,TMIN,33
19261022,TMAX,172
19261022,TOBS,89
19261023,TMIN,-6
19261023,TMAX,189
19261023,TOBS,106
19261024,TMIN,56
19261024,TMAX,106
19261024,TOBS,67
19261025,TMIN,6
19261025,TMAX,67
19261025,TOBS,22
19261026,TMIN,-6
19261026,TMAX,100
19261026,TOBS,67
19261027,TMIN,-39
19261027,TMAX,139
19261027,TOBS,100
19261028,TMIN,44
19261028,TMAX,228
19261028,TOBS,194
19261029,TMIN,106
19261029,TMAX,194
19261029,TOBS,122
19261030,TMIN,61
19261030,TMAX,122
19261030,TOBS,67
19261031,TMIN,28
19261031,TMAX,122
19261031,TOBS,67
19261101,TMIN,-6
19261101,TMAX,167
19261101,TOBS,67
19261102,TMIN,-28
19261102,TMAX,72
19261102,TOBS,39
19261103,TMIN,-61
19261103,TMAX,83
19261103,TOBS,61
19261104,TMIN,22
19261104,TMAX,61
19261104,TOBS,44
19261105,TMIN,11
19261105,TMAX,117
19261105,TOBS,78
19261106,TMIN,-11
19261106,TMAX,172
19261106,TOBS,128
19261107,TMIN,-6
19261107,TMAX,189
19261107,TOBS,128
19261108,TMIN,-11
19261108,TMAX,200
19261108,TOBS,161
19261109,TMIN,22
19261109,TMAX,161
19261109,TOBS,28
19261110,TMIN,-33
19261110,TMAX,28
19261110,TOBS,-6
19261111,TMIN,-89
19261111,TMAX,50
19261111,TOBS,11
19261112,TMIN,-83
19261112,TMAX,117
19261112,TOBS,83
19261113,TMIN,6
19261113,TMAX,161
19261113,TOBS,117
19261114,TMIN,78
19261114,TMAX,206
19261114,TOBS,194
19261115,TMIN,94
19261115,TMAX,194
19261115,TOBS,106
19261116,TMIN,28
19261116,TMAX,106
19261116,TOBS,44
19261117,TMIN,-11
19261117,TMAX,139
19261117,TOBS,106
19261118,TMIN,-11
19261118,TMAX,106
19261118,TOBS,-6
19261119,TMIN,-17
19261119,TMAX,-6
19261119,TOBS,-6
19261120,TMIN,-33
19261120,TMAX,0
19261120,TOBS,-11
19261121,TMIN,-39
19261121,TMAX,22
19261121,TOBS,-11
19261122,TMIN,-94
19261122,TMAX,39
19261122,TOBS,11
19261123,TMIN,-61
19261123,TMAX,89
19261123,TOBS,56
19261124,TMIN,0
19261124,TMAX,94
19261124,TOBS,11
19261125,TMIN,-39
19261125,TMAX,106
19261125,TOBS,106
19261126,TMIN,22
19261126,TMAX,144
19261126,TOBS,28
19261127,TMIN,-33
19261127,TMAX,28
19261127,TOBS,-22
19261128,TMIN,-28
19261128,TMAX,144
19261128,TOBS,139
19261129,TMIN,33
19261129,TMAX,144
19261129,TOBS,39
19261130,TMIN,0
19261130,TMAX,72
19261130,TOBS,50
19261201,TMIN,-17
19261201,TMAX,83
19261201,TOBS,-11
19261202,TMIN,-106
19261202,TMAX,6
19261202,TOBS,0
19261203,TMIN,-6
19261203,TMAX,167
19261203,TOBS,133
19261204,TMIN,-11
19261204,TMAX,128
19261204,TOBS,-6
19261205,TMIN,-28
19261205,TMAX,6
19261205,TOBS,-17
19261206,TMIN,-72
19261206,TMAX,-6
19261206,TOBS,-28
19261207,TMIN,-67
19261207,TMAX,39
19261207,TOBS,39
19261208,TMIN,17
19261208,TMAX,100
19261208,TOBS,28
19261209,TMIN,0
19261209,TMAX,39
19261209,TOBS,11
19261210,TMIN,0
19261210,TMAX,22
19261210,TOBS,22
19261211,TMIN,11
19261211,TMAX,56
19261211,TOBS,33
19261212,TMIN,-11
19261212,TMAX,78
19261212,TOBS,78
19261213,TMIN,33
19261213,TMAX,167
19261213,TOBS,39
19261214,TMIN,-106
19261214,TMAX,39
19261214,TOBS,-28
19261215,TMIN,-122
19261215,TMAX,-56
19261215,TOBS,-100
19261216,TMIN,-128
19261216,TMAX,-22
19261216,TOBS,-33
19261217,TMIN,-56
19261217,TMAX,0
19261217,TOBS,-28
19261218,TMIN,-139
19261218,TMAX,-22
19261218,TOBS,-67
19261219,TMIN,-106
19261219,TMAX,39
19261219,TOBS,39
19261220,TMIN,28
19261220,TMAX,56
19261220,TOBS,56
19261221,TMIN,0
19261221,TMAX,56
19261221,TOBS,17
19261222,TMIN,6
19261222,TMAX,39
19261222,TOBS,39
19261223,TMIN,11
19261223,TMAX,106
19261223,TOBS,67
19261224,TMIN,28
19261224,TMAX,83
19261224,TOBS,33
19261225,TMIN,-6
19261225,TMAX,33
19261225,TOBS,-6
19261226,TMIN,-67
19261226,TMAX,-6
19261226,TOBS,-28
19261227,TMIN,-56
19261227,TMAX,0
19261227,TOBS,0
19261228,TMIN,-17
19261228,TMAX,6
19261228,TOBS,-11
19261229,TMIN,-100
19261229,TMAX,-11
19261229,TOBS,-72
19261230,TMIN,-194
19261230,TMAX,17
19261230,TOBS,-6
19261231,TMIN,-33
19261231,TMAX,22
19261231,TOBS,6
19270101,TMIN,-50
19270101,TMAX,17
19270101,TOBS,-33
19270102,TMIN,-117
19270102,TMAX,39
19270102,TOBS,28
19270103,TMIN,-6
19270103,TMAX,44
19270103,TOBS,28
19270104,TMIN,11
19270104,TMAX,61
19270104,TOBS,39
19270105,TMIN,11
19270105,TMAX,56
19270105,TOBS,39
19270106,TMIN,-44
19270106,TMAX,39
19270106,TOBS,-11
19270107,TMIN,-100
19270107,TMAX,11
19270107,TOBS,-11
19270108,TMIN,-50
19270108,TMAX,-6
19270108,TOBS,-17
19270109,TMIN,-50
19270109,TMAX,-6
19270109,TOBS,-17
19270110,TMIN,-72
19270110,TMAX,-17
19270110,TOBS,-44
19270111,TMIN,-156
19270111,TMAX,-6
19270111,TOBS,-44
19270112,TMIN,-150
19270112,TMAX,-6
19270112,TOBS,-17
19270113,TMIN,-22
19270113,TMAX,39
19270113,TOBS,22
19270114,TMIN,-117
19270114,TMAX,61
19270114,TOBS,-111
19270115,TMIN,-211
19270115,TMAX,-100
19270115,TOBS,-117
19270116,TMIN,-156
19270116,TMAX,6
19270116,TOBS,-28
19270117,TMIN,-94
19270117,TMAX,61
19270117,TOBS,22
19270118,TMIN,-39
19270118,TMAX,44
19270118,TOBS,39
19270119,TMIN,17
19270119,TMAX,106
19270119,TOBS,28
19270120,TMIN,-6
19270120,TMAX,28
19270120,TOBS,22
19270121,TMIN,11
19270121,TMAX,100
19270121,TOBS,83
19270122,TMIN,-17
19270122,TMAX,83
19270122,TOBS,-11
19270123,TMIN,-28
19270123,TMAX,6
19270123,TOBS,6
19270124,TMIN,-39
19270124,TMAX,6
19270124,TOBS,-6
19270125,TMIN,-78
19270125,TMAX,78
19270125,TOBS,50
19270126,TMIN,-100
19270126,TMAX,50
19270126,TOBS,-72
19270127,TMIN,-128
19270127,TMAX,39
19270127,TOBS,0
19270128,TMIN,-22
19270128,TMAX,50
19270128,TOBS,44
19270129,TMIN,28
19270129,TMAX,106
19270129,TOBS,100
19270130,TMIN,44
19270130,TMAX,150
19270130,TOBS,61
19270131,TMIN,-11
19270131,TMAX,72
19270131,TOBS,67
19270201,TMIN,-44
19270201,TMAX,72
19270201,TOBS,44
19270202,TMIN,-11
19270202,TMAX,128
19270202,TOBS,111
19270203,TMIN,-28
19270203,TMAX,172
19270203,TOBS,172
19270204,TMIN,0
19270204,TMAX,172
19270204,TOBS,94
19270205,TMIN,56
19270205,TMAX,222
19270205,TOBS,183
19270206,TMIN,78
19270206,TMAX,183
19270206,TOBS,89
19270207,TMIN,17
19270207,TMAX,133
19270207,TOBS,89
19270208,TMIN,-33
19270208,TMAX,128
19270208,TOBS,94
19270209,TMIN,-22
19270209,TMAX,94
19270209,TOBS,28
19270210,TMIN,-33
19270210,TMAX,28
19270210,TOBS,-11
19270211,TMIN,-139
19270211,TMAX,39
19270211,TOBS,17
19270212,TMIN,-56
19270212,TMAX,100
19270212,TOBS,72
19270213,TMIN,-22
19270213,TMAX,72
19270213,TOBS,17
19270214,TMIN,11
19270214,TMAX,144
19270214,TOBS,100
19270215,TMIN,6
19270215,TMAX,139
19270215,TOBS,94
19270216,TMIN,44
19270216,TMAX,189
19270216,TOBS,156
19270217,TMIN,6
19270217,TMAX,161
19270217,TOBS,144
19270218,TMIN,-44
19270218,TMAX,144
19270218,TOBS,-28
19270219,TMIN,-67
19270219,TMAX,22
19270219,TOBS,-6
19270220,TMIN,-44
19270220,TMAX,-6
19270220,TOBS,-33
19270221,TMIN,-72
19270221,TMAX,78
19270221,TOBS,67
19270222,TMIN,-28
19270222,TMAX,83
19270222,TOBS,83
19270223,TMIN,61
19270223,TMAX,144
19270223,TOBS,128
19270224,TMIN,-11
19270224,TMAX,128
19270224,TOBS,128
19270225,TMIN,17
19270225,TMAX,122
19270225,TOBS,28
19270226,TMIN,-39
19270226,TMAX,28
19270226,TOBS,11
19270227,TMIN,11
19270227,TMAX,11
19270227,TOBS,-17
19270228,TMIN,-33
19270228,TMAX,39
19270228,TOBS,28
19270301,TMIN,-28
19270301,TMAX,28
19270301,TOBS,-17
19270302,TMIN,-67
19270302,TMAX,17
19270302,TOBS,-11
19270303,TMIN,-67
19270303,TMAX,50
19270303,TOBS,33
19270304,TMIN,-106
19270304,TMAX,100
19270304,TOBS,56
19270305,TMIN,-67
19270305,TMAX,111
19270305,TOBS,67
19270306,TMIN,50
19270306,TMAX,94
19270306,TOBS,83
19270307,TMIN,-17
19270307,TMAX,144
19270307,TOBS,122
19270308,TMIN,17
19270308,TMAX,122
19270308,TOBS,78
19270309,TMIN,-28
19270309,TMAX,100
19270309,TOBS,50
19270310,TMIN,-67
19270310,TMAX,183
19270310,TOBS,150
19270311,TMIN,78
19270311,TMAX,206
19270311,TOBS,133
19270312,TMIN,117
19270312,TMAX,172
19270312,TOBS,167
19270313,TMIN,-17
19270313,TMAX,167
19270313,TOBS,178
19270314,TMIN,61
19270314,TMAX,161
19270314,TOBS,94
19270315,TMIN,-17
19270315,TMAX,194
19270315,TOBS,178
19270316,TMIN,-6
19270316,TMAX,244
19270316,TOBS,222
19270317,TMIN,44
19270317,TMAX,222
19270317,TOBS,189
19270318,TMIN,94
19270318,TMAX,189
19270318,TOBS,161
19270319,TMIN,117
19270319,TMAX,161
19270319,TOBS,128
19270320,TMIN,56
19270320,TMAX,183
19270320,TOBS,172
19270321,TMIN,17
19270321,TMAX,167
19270321,TOBS,22
19270322,TMIN,6
19270322,TMAX,50
19270322,TOBS,44
19270323,TMIN,-11
19270323,TMAX,78
19270323,TOBS,56
19270324,TMIN,-6
19270324,TMAX,106
19270324,TOBS,72
19270325,TMIN,-11
19270325,TMAX,144
19270325,TOBS,117
19270326,TMIN,28
19270326,TMAX,111
19270326,TOBS,39
19270327,TMIN,11
19270327,TMAX,78
19270327,TOBS,50
19270328,TMIN,-56
19270328,TMAX,100
19270328,TOBS,78
19270329,TMIN,-50
19270329,TMAX,144
19270329,TOBS,133
19270330,TMIN,11
19270330,TMAX,161
19270330,TOBS,122
19270331,TMIN,44
19270331,TMAX,150
19270331,TOBS,128
19270401,TMIN,50
19270401,TMAX,222
19270401,TOBS,150
19270402,TMIN,22
19270402,TMAX,150
19270402,TOBS,44
19270403,TMIN,6
19270403,TMAX,94
19270403,TOBS,83
19270404,TMIN,22
19270404,TMAX,172
19270404,TOBS,167
19270405,TMIN,106
19270405,TMAX,178
19270405,TOBS,167
19270406,TMIN,22
19270406,TMAX,211
19270406,TOBS,194
19270407,TMIN,22
19270407,TMAX,194
19270407,TOBS,83
19270408,TMIN,33
19270408,TMAX,111
19270408,TOBS,100
19270409,TMIN,78
19270409,TMAX,122
19270409,TOBS,106
19270410,TMIN,50
19270410,TMAX,144
19270410,TOBS,111
19270411,TMIN,0
19270411,TMAX,167
19270411,TOBS,133
19270412,TMIN,11
19270412,TMAX,217
19270412,TOBS,178
19270413,TMIN,72
19270413,TMAX,178
19270413,TOBS,78
19270414,TMIN,39
19270414,TMAX,133
19270414,TOBS,128
19270415,TMIN,89
19270415,TMAX,244
19270415,TOBS,228
19270416,TMIN,139
19270416,TMAX,222
19270416,TOBS,189
19270417,TMIN,72
19270417,TMAX,272
19270417,TOBS,233
19270418,TMIN,128
19270418,TMAX,233
19270418,TOBS,189
19270419,TMIN,161
19270419,TMAX,283
19270419,TOBS,256
19270420,TMIN,133
19270420,TMAX,256
19270420,TOBS,172
19270421,TMIN,67
19270421,TMAX,206
19270421,TOBS,78
19270422,TMIN,0
19270422,TMAX,83
19270422,TOBS,61
19270423,TMIN,-6
19270423,TMAX,67
19270423,TOBS,50
19270424,TMIN,-50
19270424,TMAX,111
19270424,TOBS,106
19270425,TMIN,-33
19270425,TMAX,144
19270425,TOBS,122
19270426,TMIN,89
19270426,TMAX,222
19270426,TOBS,206
19270427,TMIN,128
19270427,TMAX,222
19270427,TOBS,167
19270428,TMIN,50
19270428,TMAX,239
19270428,TOBS,211
19270429,TMIN,100
19270429,TMAX,217
19270429,TOBS,133
19270430,TMIN,56
19270430,TMAX,156
19270430,TOBS,122
19270501,TMIN,6
19270501,TMAX,194
19270501,TOBS,183
19270502,TMIN,22
19270502,TMAX,239
19270502,TOBS,228
19270503,TMIN,100
19270503,TMAX,250
19270503,TOBS,172
19270504,TMIN,117
19270504,TMAX,211
19270504,TOBS,189
19270505,TMIN,67
19270505,TMAX,217
19270505,TOBS,189
19270506,TMIN,106
19270506,TMAX,222
19270506,TOBS,189
19270507,TMIN,128
19270507,TMAX,250
19270507,TOBS,222
19270508,TMIN,139
19270508,TMAX,261
19270508,TOBS,261
19270509,TMIN,172
19270509,TMAX,311
19270509,TOBS,272
19270510,TMIN,150
19270510,TMAX,272
19270510,TOBS,228
19270511,TMIN,89
19270511,TMAX,228
19270511,TOBS,100
19270512,TMIN,61
19270512,TMAX,133
19270512,TOBS,122
19270513,TMIN,28
19270513,TMAX,194
19270513,TOBS,139
19270514,TMIN,100
19270514,TMAX,172
19270514,TOBS,122
19270515,TMIN,61
19270515,TMAX,94
19270515,TOBS,83
19270516,TMIN,67
19270516,TMAX,189
19270516,TOBS,156
19270517,TMIN,6
19270517,TMAX,222
19270517,TOBS,183
19270518,TMIN,150
19270518,TMAX,233
19270518,TOBS,217
19270519,TMIN,150
19270519,TMAX,222
19270519,TOBS,156
19270520,TMIN,78
19270520,TMAX,228
19270520,TOBS,228
19270521,TMIN,128
19270521,TMAX,333
19270521,TOBS,278
19270522,TMIN,167
19270522,TMAX,294
19270522,TOBS,250
19270523,TMIN,172
19270523,TMAX,272
19270523,TOBS,183
19270524,TMIN,150
19270524,TMAX,267
19270524,TOBS,194
19270525,TMIN,167
19270525,TMAX,239
19270525,TOBS,222
19270526,TMIN,144
19270526,TMAX,222
19270526,TOBS,156
19270527,TMIN,44
19270527,TMAX,183
19270527,TOBS,133
19270528,TMIN,100
19270528,TMAX,244
19270528,TOBS,244
19270529,TMIN,150
19270529,TMAX,283
19270529,TOBS,267
19270530,TMIN,189
19270530,TMAX,267
19270530,TOBS,239
19270531,TMIN,144
19270531,TMAX,244
19270531,TOBS,217
19270601,TMIN,89
19270601,TMAX,228
19270601,TOBS,206
19270602,TMIN,111
19270602,TMAX,206
19270602,TOBS,156
19270603,TMIN,100
19270603,TMAX,250
19270603,TOBS,217
19270604,TMIN,194
19270604,TMAX,244
19270604,TOBS,228
19270605,TMIN,156
19270605,TMAX,233
19270605,TOBS,183
19270606,TMIN,56
19270606,TMAX,200
19270606,TOBS,200
19270607,TMIN,61
19270607,TMAX,228
19270607,TOBS,183
19270608,TMIN,89
19270608,TMAX,267
19270608,TOBS,244
19270609,TMIN,106
19270609,TMAX,294
19270609,TOBS,278
19270610,TMIN,183
19270610,TMAX,300
19270610,TOBS,272
19270611,TMIN,128
19270611,TMAX,289
19270611,TOBS,250
19270612,TMIN,167
19270612,TMAX,250
19270612,TOBS,200
19270613,TMIN,111
19270613,TMAX,200
19270613,TOBS,156
19270614,TMIN,111
19270614,TMAX,194
19270614,TOBS,183
19270615,TMIN,89
19270615,TMAX,222
19270615,TOBS,183
19270616,TMIN,83
19270616,TMAX,233
19270616,TOBS,189
19270617,TMIN,106
19270617,TMAX,250
19270617,TOBS,217
19270618,TMIN,172
19270618,TMAX,239
19270618,TOBS,211
19270619,TMIN,117
19270619,TMAX,278
19270619,TOBS,267
19270620,TMIN,133
19270620,TMAX,283
19270620,TOBS,228
19270621,TMIN,161
19270621,TMAX,244
19270621,TOBS,222
19270622,TMIN,172
19270622,TMAX,261
19270622,TOBS,250
19270623,TMIN,144
19270623,TMAX,272
19270623,TOBS,228
19270624,TMIN,111
19270624,TMAX,272
19270624,TOBS,272
19270625,TMIN,128
19270625,TMAX,294
19270625,TOBS,283
19270626,TMIN,150
19270626,TMAX,283
19270626,TOBS,222
19270627,TMIN,72
19270627,TMAX,267
19270627,TOBS,256
19270628,TMIN,83
19270628,TMAX,311
19270628,TOBS,261
19270629,TMIN,150
19270629,TMAX,339
19270629,TOBS,328
19270630,TMIN,189
19270630,TMAX,356
19270630,TOBS,311
19270701,TMIN,194
19270701,TMAX,356
19270701,TOBS,317
19270702,TMIN,206
19270702,TMAX,317
19270702,TOBS,272
19270703,TMIN,167
19270703,TMAX,272
19270703,TOBS,239
19270704,TMIN,100
19270704,TMAX,244
19270704,TOBS,233
19270705,TMIN,94
19270705,TMAX,289
19270705,TOBS,211
19270706,TMIN,128
19270706,TMAX,311
19270706,TOBS,283
19270707,TMIN,194
19270707,TMAX,294
19270707,TOBS,283
19270708,TMIN,106
19270708,TMAX,283
19270708,TOBS,250
19270709,TMIN,100
19270709,TMAX,306
19270709,TOBS,294
19270710,TMIN,106
19270710,TMAX,317
19270710,TOBS,283
19270711,TMIN,122
